generation,avg_fitness,max_fitness,signals_emitted,iconicity,mutual_info,jsd_no_pred,jsd_pred,silence_corr,sender_fit_corr,traj_fluct_ratio,receiver_fit_corr,response_fit_corr,silence_onset_jsd,silence_move_delta,avg_base_hidden,min_base_hidden,max_base_hidden,avg_signal_hidden,min_signal_hidden,max_signal_hidden,zone_deaths,signal_entropy,freeze_zone_deaths,food_mi,poison_eaten,energy_delta_mi
30940,46347.5547,673100.0625,230839,0.048982,0.000000,0.023453,0.005730,0.245534,-0.658988,0.000000,0.190869,0.124701,0.018083,-0.002881,12.4,7,18,5.6,2,12,5075,1.726713,1773,0.001422,0,0.000745
30950,30061.7910,531500.0000,191931,0.014800,0.000000,0.040253,0.005285,0.100930,-0.694797,0.000000,0.237125,0.125684,0.030786,-0.001399,12.5,6,18,5.6,2,12,5872,1.721098,2600,0.001351,0,0.001147
30960,40216.6914,634550.0000,212618,0.000000,0.000000,0.000000,0.002989,0.164833,-0.684477,0.000000,0.382783,0.081887,0.000000,0.000000,12.4,7,18,5.6,2,11,5282,1.731137,3738,0.001440,0,0.001412
30970,58518.7188,798800.0000,244565,0.362225,0.000000,0.032318,0.007981,0.270903,-0.584479,0.000000,0.148079,0.118969,0.031508,-0.126290,12.5,7,18,5.5,2,11,4715,1.729255,4142,0.000339,0,0.000872
30980,50018.9375,816750.0000,207371,0.162102,0.000000,0.015772,0.006668,0.167047,-0.532939,0.000000,0.115188,0.113710,0.022524,-0.091158,12.4,6,18,5.6,2,11,5643,1.718114,4678,0.002478,0,0.000899
30990,53992.2812,706307.3750,241953,0.080376,0.000000,0.022055,0.006932,-0.884888,-0.698550,0.000000,0.394929,0.109715,0.054728,-0.149222,12.4,6,18,5.6,2,11,4783,1.722597,2261,0.002028,0,0.001873
31000,40905.3984,683250.0000,201716,0.034041,0.000000,0.019570,0.017569,0.132877,-0.638680,0.000000,0.106284,0.129048,0.019645,0.029765,12.5,7,17,5.6,2,11,5493,1.737082,3917,0.002928,0,0.003301
31010,48270.3828,720850.0625,223856,0.051793,0.000000,0.031759,0.005517,0.274510,-0.662204,0.000000,0.285281,0.071361,0.051220,-0.140163,12.5,7,19,5.6,2,10,4975,1.729067,3148,0.000890,0,0.001241
31020,32651.5195,575250.0000,191300,0.115893,0.000000,0.027019,0.009121,0.151254,-0.691107,0.000000,0.174723,0.105875,0.018264,0.008050,12.5,7,18,5.6,2,10,5588,1.731848,2956,0.003810,0,0.004081
31030,41722.3398,610200.0000,228345,0.183724,0.000000,0.052785,0.014581,0.099676,-0.666056,0.000000,0.320224,0.052220,0.079502,-0.211340,12.4,7,18,5.6,2,10,4890,1.718310,3418,0.001361,0,0.001553
31040,25225.0938,475100.0000,180337,0.000000,0.000000,0.000000,0.004897,0.220968,-0.717788,0.000000,0.278836,0.093239,0.000000,0.000000,12.4,7,18,5.6,2,11,5969,1.735695,2959,0.002098,0,0.002270
31050,42890.0625,669900.0000,215973,0.029302,0.000000,0.026641,0.004336,-0.256834,-0.624555,0.000000,0.105751,0.121959,0.064749,0.097591,12.5,7,18,5.6,2,10,5469,1.725241,2633,0.001375,0,0.000673
31060,22617.1855,409200.0000,186988,0.119335,0.000000,0.034458,0.006239,0.270971,-0.741658,0.000000,0.508701,0.090780,0.057537,-0.150286,12.5,7,18,5.6,2,10,5778,1.732540,4168,0.002965,0,0.003485
31070,49305.8203,686350.0625,239889,0.193020,0.000000,0.044728,0.014221,0.183632,-0.657355,0.000000,0.330303,0.154171,0.045450,-0.198964,12.5,7,18,5.6,2,11,4774,1.735300,2608,0.000875,0,0.001491
31080,35137.7148,548400.0000,214091,0.073639,0.000000,0.048197,0.006069,0.281751,-0.740165,0.000000,0.390740,0.100823,0.056522,-0.142364,12.5,7,18,5.6,2,11,5052,1.738338,2777,0.001256,0,0.000887
31090,37161.1289,603100.0625,207615,0.038711,0.000000,0.042577,0.007941,0.080768,-0.679755,0.000000,0.183753,0.095310,0.000000,0.000000,12.5,7,18,5.6,3,10,5461,1.712173,3928,0.001696,0,0.001109
31100,28405.9629,494400.0000,194774,0.053242,0.000000,0.022601,0.003002,0.247022,-0.642247,0.000000,0.181648,0.055599,0.006620,-0.027144,12.5,7,18,5.6,2,10,5817,1.740494,4556,0.001786,0,0.001968
31110,47046.0273,704050.0000,223756,0.068769,0.000000,0.032198,0.010876,0.311534,-0.693479,0.000000,0.298743,0.102117,0.051445,-0.138388,12.4,7,18,5.6,2,11,5052,1.729902,4623,0.001182,0,0.001543
31120,44648.1289,710450.0000,210796,0.037844,0.000000,0.020450,0.006543,0.234882,-0.643626,0.000000,0.305278,0.084182,0.030702,-0.044855,12.5,7,18,5.6,2,11,5235,1.734442,3405,0.002362,0,0.000844
31130,64000.8672,970500.0000,221662,0.043576,0.000000,0.022434,0.011101,-0.094945,-0.522568,0.000000,-0.050084,0.133283,0.026443,-0.083607,12.5,8,18,5.6,2,11,5229,1.727150,3365,0.001878,0,0.000808
31140,75241.3594,839600.0625,295493,0.237963,0.000000,0.027526,0.018127,-0.010102,-0.642195,0.000000,0.372421,0.111286,0.035687,-0.137993,12.5,7,18,5.6,2,10,3502,1.731249,2577,0.000996,0,0.000182
31150,69816.6094,886200.0000,261900,0.133601,0.000000,0.023132,0.004799,-0.015217,-0.631896,0.000000,0.187789,0.096242,0.020722,-0.038935,12.5,7,18,5.6,2,11,4332,1.732716,3519,0.001099,0,0.000486
31160,71652.7188,959100.0625,248915,0.002149,0.000000,0.065053,0.009518,0.275831,-0.609040,0.000000,0.175810,0.104887,0.000000,0.000000,12.4,8,18,5.6,2,11,4566,1.720401,2456,0.001627,0,0.000600
31170,41812.2539,650650.0000,215807,0.000018,0.000000,0.000000,0.004394,0.189512,-0.700630,0.000000,0.344474,0.079965,0.000000,0.000000,12.4,7,18,5.6,2,11,5282,1.731714,3446,0.001419,0,0.000619
31180,54082.9258,753850.0625,239552,0.050596,0.000000,0.029541,0.007322,0.136453,-0.671476,0.000000,0.139320,0.112541,0.029332,-0.031975,12.4,7,18,5.6,2,10,4775,1.728959,3325,0.001774,0,0.001411
31190,20537.8281,128242.3984,165714,0.000000,0.000000,0.000000,0.008893,-0.970395,-0.797713,0.000000,0.637800,0.081871,0.000000,0.000000,12.5,7,18,5.5,2,11,6143,1.739561,3488,0.002813,0,0.002760
31200,66055.1797,866450.0000,255061,0.108422,0.000000,0.028477,0.006230,0.265416,-0.632719,0.000000,0.262715,0.129665,0.066121,-0.178193,12.5,7,18,5.6,2,11,4741,1.724575,3599,0.000969,0,0.000063
31210,47283.7070,691600.0625,231005,0.173035,0.000000,0.018215,0.006302,0.025679,-0.577636,0.000000,-0.007246,0.130480,0.021102,-0.003530,12.5,8,19,5.6,2,11,5407,1.723558,3178,0.001277,0,0.000304
31220,42900.6211,594900.0000,239565,0.190604,0.000000,0.028527,0.012509,0.225321,-0.741030,0.000000,0.452349,0.114402,0.038536,-0.106313,12.5,7,18,5.6,2,10,4540,1.732105,4148,0.000997,0,0.000730
31230,40832.6680,638150.0000,215051,0.000128,0.000000,0.000000,0.007753,0.294004,-0.657684,0.000000,0.414684,0.056645,0.000000,0.000000,12.5,7,17,5.6,2,11,5310,1.741254,3418,0.001843,0,0.000808
31240,68870.9453,900600.0625,254333,0.090032,0.000000,0.043126,0.009548,-0.004734,-0.592568,0.000000,0.196215,0.111551,0.043987,-0.135889,12.4,7,17,5.6,2,11,4414,1.727912,2203,0.000491,0,0.000317
31250,32935.9102,563800.0000,197468,0.000000,0.000000,0.000000,0.006472,0.106967,-0.701819,0.000000,0.223329,0.096797,0.000000,0.000000,12.5,8,18,5.6,2,11,5690,1.724927,3056,0.000784,0,0.000854
31260,31016.1719,520850.0312,200650,0.009976,0.000000,0.018972,0.006442,0.225383,-0.721826,0.000000,0.506767,0.123602,0.000000,0.000000,12.5,7,18,5.6,2,11,5527,1.738327,3760,0.002506,0,0.002223
31270,27473.8926,495400.0000,187540,0.127004,0.000000,0.012148,0.008095,-0.043038,-0.717122,0.000000,0.276126,0.116977,0.039033,-0.022534,12.4,7,18,5.6,2,11,5739,1.734323,3850,0.001835,0,0.002483
31280,29673.1523,511100.0000,196888,0.038350,0.000000,0.012567,0.006169,0.154514,-0.680925,0.000000,0.355571,0.071253,0.028181,-0.008608,12.5,7,18,5.5,2,10,5810,1.729808,4117,0.001060,0,0.000723
31290,38292.8086,635900.0000,204621,0.095473,0.000000,0.020605,0.003820,-0.076158,-0.556777,0.000000,0.118649,0.075608,0.040473,0.001582,12.4,7,19,5.6,2,11,5847,1.731295,4511,0.001494,0,0.001586
31300,70439.9844,840650.0000,277516,0.069232,0.000000,0.013401,0.007964,0.171377,-0.626936,0.000000,0.352044,0.080331,0.028383,-0.091276,12.5,7,18,5.6,2,11,3940,1.730582,3391,0.000504,0,0.000245
31310,21815.4102,447800.0312,165317,0.024254,0.000000,0.027339,0.007353,0.175717,-0.689172,0.000000,0.466671,0.141727,0.055348,-0.150818,12.4,7,18,5.6,3,12,6001,1.734778,4310,0.004583,0,0.003110
31320,27460.8125,536350.0625,174450,0.058836,0.000000,0.008560,0.002779,0.163409,-0.665971,0.000000,0.132090,0.134457,0.014233,0.100227,12.5,7,18,5.5,2,11,6091,1.741180,4595,0.002760,0,0.002882
31330,40669.0117,632750.0000,216254,0.019827,0.000000,0.032622,0.006191,0.218830,-0.704962,0.000000,0.384337,0.103369,0.048295,-0.132556,12.4,7,18,5.6,3,10,5353,1.725952,2902,0.001428,0,0.000337
31340,36280.3594,579450.0000,210821,0.065921,0.000000,0.021821,0.007147,0.217073,-0.682306,0.000000,0.465688,0.036828,0.053033,-0.144854,12.5,7,18,5.6,2,11,5415,1.731012,3758,0.002470,0,0.002578
31350,35134.3984,614250.0000,193305,0.066763,0.000000,0.038177,0.010518,0.159008,-0.647039,0.000000,0.312067,0.105866,0.051797,-0.141656,12.4,7,18,5.6,3,11,5686,1.731510,2722,0.001522,0,0.000899
31360,64476.6250,877100.0625,244143,0.109040,0.000000,0.015964,0.005558,0.203619,-0.649361,0.000000,0.328407,0.064211,0.035339,-0.098299,12.5,7,18,5.6,2,10,4492,1.735588,3311,0.000959,0,0.000424
31370,40203.1797,639050.0000,210937,0.047340,0.000000,0.016034,0.005118,0.194472,-0.687430,0.000000,0.298043,0.086169,0.021806,-0.046421,12.5,7,18,5.6,2,11,5231,1.735021,3963,0.002209,0,0.003096
31380,52359.7383,672950.0000,258966,0.123657,0.000000,0.018421,0.005814,0.009819,-0.676682,0.000000,0.229032,0.139511,0.026770,0.028261,12.5,7,18,5.6,2,10,4445,1.725451,2996,0.001959,0,0.001327
31390,50775.1992,766200.0000,221943,0.001137,0.000000,0.000000,0.008656,0.249035,-0.614939,0.000000,0.225994,0.088375,0.000000,0.000000,12.4,7,18,5.6,2,10,5087,1.719693,3669,0.000900,0,0.001193
31400,34932.8164,587250.0000,200614,0.004945,0.000000,0.043159,0.004538,0.051966,-0.637541,0.000000,0.198544,0.121734,0.077288,-0.205919,12.4,7,18,5.6,2,11,5552,1.735626,3529,0.002517,0,0.002057
31410,27790.0137,510500.0000,183386,0.002061,0.000000,0.072311,0.003293,0.228424,-0.739732,0.000000,0.334136,0.070369,0.000000,0.000000,12.5,7,18,5.5,2,11,5638,1.732901,3922,0.003691,0,0.004295
31420,44782.7578,532287.6250,252862,0.054826,0.000000,0.035121,0.006434,-0.902249,-0.705704,0.000000,0.565686,0.038523,0.058766,-0.159571,12.5,7,17,5.6,2,11,5087,1.734582,2093,0.001284,0,0.000198
31430,49934.4414,677350.0625,245804,0.056359,0.000000,0.026214,0.008662,0.285484,-0.656038,0.000000,0.356492,0.096275,0.045753,-0.111860,12.5,7,17,5.6,2,11,4646,1.732803,4118,0.000470,0,0.000548
31440,27245.7148,512000.0000,180191,0.058432,0.000000,0.043903,0.005062,0.236804,-0.719371,0.000000,0.361533,0.094578,0.076296,-0.203483,12.5,7,18,5.6,2,11,5868,1.726347,3552,0.002607,0,0.002163
31450,31402.9785,514350.0312,204802,0.072098,0.000000,0.032490,0.010683,0.251978,-0.737007,0.000000,0.213682,0.108447,0.044712,-0.073583,12.5,8,18,5.5,2,11,5277,1.732663,3426,0.001339,0,0.001588
31460,32483.6211,544800.0000,200220,0.144435,0.000000,0.013435,0.010191,0.300269,-0.716646,0.000000,0.292881,0.108423,0.028164,-0.108548,12.6,7,18,5.6,2,10,5378,1.728480,2907,0.001863,0,0.001918
31470,55047.0664,744250.0000,246226,0.093068,0.000000,0.021751,0.013415,0.238776,-0.694369,0.000000,0.284522,0.132720,0.043238,-0.124373,12.4,7,18,5.6,2,10,4563,1.732835,3116,0.001086,0,0.000946
31480,48569.1094,721200.0000,225599,0.096930,0.000000,0.022151,0.008510,0.212302,-0.616749,0.000000,0.085684,0.121871,0.031536,-0.068026,12.5,7,18,5.6,3,11,5045,1.730931,3420,0.001228,0,0.000464
31490,53186.5742,594259.2500,271614,0.005189,0.000000,0.036388,0.006501,-0.921567,-0.755566,0.000000,0.633667,0.040172,0.000000,0.000000,12.5,7,18,5.6,2,11,4522,1.734294,2398,0.001015,0,0.000177
31500,31725.2285,528100.0625,201206,0.003205,0.000000,0.052470,0.009464,0.199709,-0.778974,0.000000,0.581366,0.125049,0.000000,0.000000,12.5,7,18,5.5,2,11,5287,1.729598,3675,0.001958,0,0.001792
31510,39909.0664,598950.0000,222612,0.106955,0.000000,0.029844,0.009216,0.124650,-0.713948,0.000000,0.388309,0.106948,0.098081,-0.082077,12.5,8,18,5.6,2,10,4965,1.739425,3253,0.001657,0,0.002328
31520,26223.9590,473750.0000,186473,0.000000,0.000000,0.000000,0.006197,0.147498,-0.760956,0.000000,0.362947,0.090802,0.000000,0.000000,12.5,7,18,5.6,2,11,5650,1.738486,2785,0.003435,0,0.003551
31530,49988.9805,699250.0000,238987,0.107197,0.000000,0.020761,0.003410,0.280140,-0.642436,0.000000,0.244066,0.090132,0.030927,-0.062869,12.4,8,18,5.5,2,11,4823,1.735412,2565,0.000891,0,0.001163
31540,27984.2734,463500.0000,203579,0.065261,0.000000,0.007155,0.009155,0.087182,-0.728083,0.000000,0.334196,0.065011,0.103885,0.216849,12.5,7,18,5.6,2,11,5528,1.725859,4031,0.001547,0,0.000772
31550,58214.4727,789150.0000,245021,0.250789,0.000000,0.025221,0.009088,0.259376,-0.669065,0.000000,0.446833,0.075026,0.065850,-0.177513,12.5,8,18,5.6,2,10,4439,1.733705,3344,0.000728,0,0.001098
31560,37285.8086,585500.0000,216101,0.026208,0.000000,0.026699,0.007057,-0.122627,-0.606303,0.000000,0.471896,0.095929,0.000000,0.000000,12.5,7,18,5.6,2,11,5741,1.742025,4498,0.001002,0,0.000686
31570,33055.6094,549950.0000,202281,0.030466,0.000000,0.011687,0.006352,0.209939,-0.733876,0.000000,0.234477,0.136665,0.036753,-0.102084,12.5,7,18,5.5,2,11,5459,1.731747,3960,0.001475,0,0.001397
31580,67464.2500,899400.0000,249954,0.033132,0.000000,0.059447,0.014428,0.173054,-0.565783,0.000000,0.154618,0.054798,0.069890,-0.187623,12.5,7,18,5.6,2,11,4570,1.729253,3628,0.001509,0,0.000832
31590,49123.4297,700200.0000,236150,0.000000,0.000000,0.000000,0.004982,0.054011,-0.644231,0.000000,0.298604,0.074316,0.000000,0.000000,12.5,8,18,5.6,2,11,5253,1.726338,1718,0.000900,0,0.000255
31600,36900.0625,562550.0000,220991,0.131474,0.000000,0.014685,0.006872,0.159741,-0.710325,0.000000,0.209306,0.146882,0.012446,0.036774,12.5,7,17,5.6,2,11,5369,1.732879,4045,0.001395,0,0.000285
31610,72468.4062,970850.0625,249821,0.168421,0.000000,0.033152,0.008601,0.111847,-0.551865,0.000000,0.114252,0.128615,0.037772,-0.134908,12.4,8,18,5.6,2,11,4791,1.725434,2462,0.001551,0,0.000327
31620,20169.5879,469750.0000,147321,0.000000,0.000000,0.000000,0.005946,0.010376,-0.600147,0.000000,-0.039548,0.078463,0.000000,0.000000,12.5,6,18,5.6,2,11,6440,1.735004,3250,0.007214,0,0.006678
31630,40081.7539,594400.0000,225649,0.000000,0.000000,0.000000,0.003822,0.241040,-0.750621,0.000000,0.462538,0.068342,0.000000,0.000000,12.4,7,18,5.6,2,11,5031,1.717501,2503,0.000912,0,0.000893
31640,34255.4922,599750.0000,193518,0.122026,0.000000,0.028262,0.012200,0.052143,-0.639240,0.000000,0.267508,0.126594,0.089634,-0.235822,12.4,8,18,5.6,2,12,5792,1.732989,2113,0.001213,0,0.001168
31650,19421.3379,307200.5938,167260,0.000006,0.000000,0.000000,0.007901,-0.957635,-0.751143,0.000000,0.428203,0.042506,0.000000,0.000000,12.5,7,18,5.6,2,11,6254,1.737646,3300,0.002548,0,0.001855
31660,45305.6992,662400.0000,230890,0.015402,0.000000,0.031050,0.006121,0.203543,-0.600965,0.000000,0.280510,0.097154,0.000000,0.000000,12.4,7,18,5.6,2,10,5388,1.730522,3572,0.001481,0,0.000748
31670,72059.9375,831100.0625,291575,0.064259,0.000000,0.019414,0.008557,0.167593,-0.529611,0.000000,0.236804,0.082153,0.023185,-0.053326,12.5,7,18,5.6,2,11,4798,1.735518,3611,0.000793,0,0.000214
31680,43108.1992,614750.0000,234723,0.033113,0.000000,0.048781,0.005141,0.150165,-0.729894,0.000000,0.502710,0.095992,0.000000,0.000000,12.5,7,18,5.6,2,11,5011,1.730049,2415,0.000917,0,0.000667
31690,45926.7656,645000.0000,239468,0.093194,0.000000,0.033683,0.003858,0.182105,-0.699103,0.000000,0.442667,0.123480,0.056919,-0.154849,12.5,7,19,5.6,2,10,5164,1.731077,2651,0.000805,0,0.000207
31700,31587.2871,483100.0000,222252,0.021537,0.000000,0.013456,0.008346,0.249114,-0.679556,0.000000,0.385312,0.111725,0.013300,0.049339,12.5,8,18,5.6,2,11,5791,1.738871,1668,0.001488,0,0.000234
31710,76182.1172,879150.0000,287559,0.001413,0.000000,0.059213,0.005475,0.152861,-0.667936,0.000000,0.391320,0.046607,0.000000,0.000000,12.5,8,18,5.6,2,11,3981,1.723541,2598,0.000990,0,0.000302
31720,49978.4414,653175.6875,250560,0.002088,0.000000,0.060640,0.006224,-0.691479,-0.752893,0.000000,0.668732,0.078688,0.000000,0.000000,12.5,7,19,5.6,2,11,4445,1.739088,2025,0.002178,0,0.000535
31730,16951.5586,396700.0000,146060,0.161049,0.000000,0.013042,0.005953,0.028778,-0.730100,0.000000,0.412790,0.213162,0.073615,-0.196871,12.4,7,18,5.5,2,11,6349,1.741567,4987,0.008988,0,0.008303
31740,30400.9160,520900.0312,197232,0.087954,0.000000,0.038792,0.005231,0.176134,-0.651858,0.000000,0.330141,0.098152,0.025668,-0.005044,12.4,8,18,5.6,2,11,5687,1.716212,2180,0.002448,0,0.002965
31750,59815.5312,894650.0000,224042,0.115257,0.000000,0.011570,0.004089,0.073577,-0.566943,0.000000,0.270503,0.110579,0.034094,-0.094958,12.5,7,18,5.6,2,10,5083,1.732417,3507,0.001246,0,0.001063
31760,41746.1602,661950.0000,213128,0.000353,0.000000,0.049696,0.004560,0.149650,-0.603767,0.000000,0.052884,0.065530,0.000000,0.000000,12.5,7,18,5.6,2,11,5554,1.738334,3714,0.002348,0,0.000291
31770,37031.2188,580050.0000,214192,0.215653,0.000000,0.034145,0.014388,0.324686,-0.725441,0.000000,0.509513,0.082942,0.084034,0.071511,12.5,7,18,5.5,2,10,5229,1.734979,4239,0.001361,0,0.001445
31780,27871.3398,507337.5938,184470,0.061790,0.000000,0.034996,0.007170,-0.587066,-0.743573,0.000000,0.429571,0.094809,0.117741,0.056648,12.5,7,18,5.6,2,11,5739,1.734245,4034,0.002665,0,0.003482
31790,82901.0078,1039150.0000,265168,0.084908,0.000000,0.028838,0.009539,0.213482,-0.524734,0.000000,0.441672,0.096015,0.042058,-0.116181,12.5,7,18,5.6,2,10,4300,1.728132,1720,0.000942,0,0.001011
31800,36247.3906,623150.0000,195846,0.260246,0.000000,0.024787,0.009921,0.063589,-0.654788,0.000000,0.148260,0.132408,0.020580,-0.050211,12.5,8,18,5.6,2,11,5514,1.741274,4295,0.002868,0,0.003025
31810,36467.4414,581300.0000,210162,0.123094,0.000000,0.028566,0.008639,0.198949,-0.695593,0.000000,0.382341,0.081023,0.038964,0.079741,12.5,7,18,5.6,2,11,5198,1.729946,4125,0.001338,0,0.002156
31820,63961.4648,744000.0000,285989,0.033345,0.000000,0.016938,0.002711,0.208331,-0.673767,0.000000,0.437340,0.090474,0.065545,-0.176745,12.5,7,18,5.6,2,11,4180,1.732408,2068,0.001234,0,0.000275
31830,50985.8477,661550.0000,255809,0.000716,0.000000,0.080752,0.007443,0.245630,-0.722758,0.000000,0.410098,0.118763,0.000000,0.000000,12.4,8,18,5.5,2,11,4347,1.731113,3757,0.000512,0,0.000798
31840,26372.1055,492450.0000,180781,0.000000,0.000000,0.000000,0.005179,0.184843,-0.771570,0.000000,0.484926,0.066831,0.000000,0.000000,12.5,7,18,5.6,3,11,5752,1.742511,3396,0.002486,0,0.002244
31850,21072.9551,422050.0312,169695,0.000919,0.000000,0.089467,0.005013,0.240648,-0.780062,0.000000,0.381426,0.099837,0.000000,0.000000,12.4,7,18,5.6,2,10,6045,1.751166,3236,0.004533,0,0.004275
31860,37866.8945,614500.0000,207355,0.002706,0.000000,0.076203,0.006283,0.232585,-0.687303,0.000000,0.380783,0.071712,0.000000,0.000000,12.5,7,18,5.6,2,12,5416,1.730709,3940,0.002147,0,0.001077
31870,36815.0391,554000.0000,223740,0.009665,0.000000,0.043846,0.005435,0.236767,-0.700194,0.000000,0.401042,0.119198,0.000000,0.000000,12.5,7,18,5.6,2,10,5476,1.734875,3187,0.001708,0,0.000764
31880,39349.6836,615600.0625,214410,0.011666,0.000000,0.067495,0.007071,0.086282,-0.675447,0.000000,0.556604,0.077075,0.000000,0.000000,12.5,7,18,5.6,2,11,5221,1.734795,3620,0.002267,0,0.001448
31890,84162.6719,985950.0000,284440,0.111173,0.000000,0.004764,0.013755,0.178003,-0.539920,0.000000,0.082096,0.124422,0.084625,0.284271,12.4,7,18,5.6,2,10,4235,1.715218,3062,0.000722,0,0.000023
31900,79132.9062,930150.0000,282298,0.085128,0.000000,0.032068,0.005716,0.227948,-0.617127,0.000000,0.378827,0.052860,0.000000,0.000000,12.5,6,18,5.6,2,11,4007,1.728443,2924,0.000878,0,0.000183
31910,36747.9805,603500.0000,204717,0.226857,0.000000,0.036630,0.006425,0.156504,-0.658213,0.000000,0.360522,0.100808,0.020800,-0.091141,12.5,7,18,5.6,2,11,5412,1.734206,2513,0.001850,0,0.001752
31920,23748.2402,383111.2188,163563,0.001436,0.000000,0.060541,0.006533,-0.949427,-0.704748,0.000000,0.268090,0.100789,0.000000,0.000000,12.5,7,18,5.5,2,12,6101,1.748290,4257,0.003797,0,0.002352
31930,31174.1777,535200.0000,197021,0.100679,0.000000,0.020233,0.006111,0.203978,-0.654552,0.000000,0.236704,0.106184,0.040173,-0.108435,12.6,7,18,5.6,2,10,5723,1.737524,2536,0.001412,0,0.001194
31940,29548.2793,164018.3906,205196,0.000000,0.000000,0.000000,0.007382,-0.972994,-0.772983,0.000000,0.605745,0.085099,0.000000,0.000000,12.5,7,18,5.6,3,10,5765,1.736218,3409,0.001363,0,0.000552
31950,61555.5664,898850.0625,228742,0.104120,0.000000,0.017489,0.013442,0.056818,-0.568891,0.000000,0.109772,0.131090,0.047650,-0.138743,12.5,7,18,5.6,2,11,4863,1.737955,3328,0.001313,0,0.001775
31960,78769.3672,937450.0000,278882,0.093534,0.000000,0.022269,0.015385,0.193201,-0.583168,0.000000,0.177458,0.100900,0.053030,-0.144845,12.4,7,18,5.6,2,11,4064,1.737191,3489,0.000800,0,0.000535
31970,34116.4531,602050.0000,191322,0.006368,0.000000,0.037140,0.002503,-0.106554,-0.660940,0.000000,0.101780,0.130398,0.080749,0.042342,12.4,8,18,5.6,2,11,5663,1.733181,4366,0.001841,0,0.001396
31980,55273.0312,845800.0000,218673,0.009466,0.000000,0.010997,0.007360,0.188933,-0.601772,0.000000,0.134251,0.085362,0.042267,0.051433,12.4,7,18,5.5,2,10,5082,1.739049,2874,0.002041,0,0.001028
31990,62681.3906,843350.0625,246901,0.124693,0.000000,0.015823,0.008114,0.231438,-0.626128,0.000000,0.390897,0.055515,0.035244,-0.098046,12.5,7,18,5.6,3,11,4435,1.728295,2941,0.002308,0,0.000788
32000,49565.3672,733200.0000,226343,0.028309,0.000000,0.019562,0.003056,0.211655,-0.655072,0.000000,0.259430,0.069841,0.000000,0.000000,12.5,7,18,5.6,2,11,5092,1.727912,2136,0.001243,0,0.000736
32010,50304.2070,741550.0000,227396,0.066694,0.000000,0.011153,0.008146,0.018079,-0.580662,0.000000,0.065615,0.122092,0.007128,0.036379,12.5,7,18,5.6,2,11,5067,1.718108,4713,0.000562,0,0.000764
32020,35539.4922,546550.0000,218081,0.161217,0.000000,0.014116,0.006584,0.248841,-0.712406,0.000000,0.441612,0.112714,0.047414,-0.082093,12.5,6,18,5.6,2,11,5204,1.734253,2889,0.000839,0,0.000849
32030,24345.9355,168786.7031,185894,0.002933,0.000000,0.104226,0.005808,-0.939946,-0.824334,0.000000,0.445878,0.120882,0.000000,0.000000,12.5,7,18,5.6,2,11,5693,1.722353,3911,0.004129,0,0.005165
32040,59346.7070,850800.0000,233384,0.022145,0.000000,0.037749,0.008680,0.148814,-0.631311,0.000000,0.219542,0.173485,0.000000,0.000000,12.5,8,17,5.6,2,11,4943,1.725660,3852,0.001367,0,0.001280
32050,34269.9922,588950.0000,196270,0.026884,0.000000,0.027105,0.008736,0.101922,-0.671997,0.000000,0.320150,0.096329,0.010615,0.037441,12.4,7,18,5.5,2,10,5583,1.731268,4099,0.002881,0,0.002995
32060,31185.2109,544250.0000,193197,0.122287,0.000000,0.020490,0.006694,0.233211,-0.705263,0.000000,0.323739,0.136016,0.009836,-0.015085,12.5,8,18,5.6,2,11,5597,1.735568,3708,0.002687,0,0.002803
32070,55997.5781,784600.0625,239994,0.061257,0.000000,0.025944,0.006957,0.055416,-0.593140,0.000000,0.256696,0.093320,0.040192,-0.091189,12.4,6,19,5.6,2,10,5141,1.724557,4184,0.000715,0,0.000075
32080,60920.5195,760450.0000,266129,0.047757,0.000000,0.047251,0.006284,0.222002,-0.697747,0.000000,0.458551,0.065693,0.056660,-0.122118,12.4,7,18,5.6,2,11,4262,1.732212,2676,0.001372,0,0.000401
32090,49861.7578,713750.0000,233454,0.298256,0.000000,0.026534,0.009784,0.124753,-0.647635,0.000000,0.379569,0.120912,0.048211,-0.153900,12.5,7,18,5.6,2,10,4893,1.734629,2738,0.001357,0,0.000866
32100,27061.1289,502400.0000,182577,0.000460,0.000000,0.000000,0.008574,0.080183,-0.682915,0.000000,0.196152,0.138674,0.000000,0.000000,12.5,7,18,5.6,2,11,5892,1.738645,2562,0.002038,0,0.002986
32110,24612.2148,470800.0312,176908,0.040339,0.000000,0.038193,0.008045,0.167848,-0.720903,0.000000,0.349278,0.095066,0.107360,-0.042447,12.5,7,19,5.6,2,11,5846,1.740284,4409,0.003814,0,0.002905
32120,50739.4648,692400.0000,245413,0.030658,0.000000,0.058429,0.004544,0.274117,-0.650273,0.000000,0.248179,0.099902,0.041692,-0.127693,12.5,7,18,5.6,2,10,4897,1.738084,3263,0.001648,0,0.001135
32130,77361.2812,981550.0000,262610,0.095246,0.000000,0.023640,0.016727,0.229955,-0.558931,0.000000,0.471672,0.112167,0.026980,-0.114004,12.5,7,18,5.6,3,10,4431,1.721974,3472,0.001530,0,0.000478
32140,44035.2266,651150.0000,227167,0.069225,0.000000,0.024923,0.005949,0.208835,-0.678965,0.000000,0.413820,0.055753,0.033477,-0.093300,12.4,7,18,5.6,2,11,5173,1.715637,3595,0.001646,0,0.000543
