generation,avg_fitness,max_fitness,signals_emitted,iconicity,mutual_info,jsd_no_pred,jsd_pred,silence_corr,sender_fit_corr,traj_fluct_ratio,receiver_fit_corr,response_fit_corr,silence_onset_jsd,silence_move_delta,avg_base_hidden,min_base_hidden,max_base_hidden,avg_signal_hidden,min_signal_hidden,max_signal_hidden,zone_deaths,signal_entropy,freeze_zone_deaths,food_mi,poison_eaten,energy_delta_mi
12740,60311.9844,807550.0000,248834,0.097965,0.000000,0.041718,0.054013,0.131054,-0.612238,0.000000,0.309259,0.113114,0.055461,-0.100944,12.5,7,17,5.6,2,9,4593,1.719467,3747,0.001215,0,0.000866
12750,46345.1328,643450.0000,240926,0.042886,0.000000,0.079398,0.017459,0.241859,-0.663185,0.000000,0.450617,0.126306,0.111500,-0.286899,12.3,7,18,5.6,2,9,4876,1.711725,2467,0.001089,0,0.000799
12760,48493.3203,697350.0625,232611,0.008158,0.000000,0.118998,0.032544,0.151089,-0.676759,0.000000,0.574010,0.048308,0.000000,0.000000,12.4,8,18,5.5,2,11,4969,1.723542,2663,0.001286,0,0.001603
12770,15742.5674,360150.0000,149282,0.000000,0.000000,0.000000,0.021717,0.195883,-0.771678,0.000000,0.556021,0.082615,0.000000,0.000000,12.4,7,17,5.5,2,9,6319,1.725773,2747,0.009747,0,0.009007
12780,54246.9219,700500.0000,257463,0.193975,0.000000,0.044214,0.028181,0.270680,-0.679585,0.000000,0.391996,0.184470,0.104211,0.138317,12.5,8,18,5.5,2,10,4409,1.713811,3319,0.000499,0,0.000554
12790,45319.0195,635450.0000,237879,0.050818,0.000000,0.049437,0.025555,0.313822,-0.667922,0.000000,0.292688,0.098513,0.036033,-0.108319,12.5,8,17,5.5,2,9,4757,1.717156,3362,0.001306,0,0.000939
12800,30030.9922,525800.0000,195102,0.039030,0.000000,0.033709,0.010964,0.164736,-0.650334,0.000000,0.294325,0.140389,0.034997,-0.084200,12.5,8,18,5.5,2,9,6130,1.707065,4389,0.000991,0,0.001052
12810,26251.9766,492200.0000,180358,0.009614,0.000000,0.073271,0.030110,0.233798,-0.722225,0.000000,0.356487,0.114629,0.000000,0.000000,12.5,8,18,5.5,2,10,5798,1.717968,4415,0.001933,0,0.003657
12820,54455.2070,755450.0000,239611,0.000686,0.000000,0.017440,0.026495,0.082578,-0.652421,0.000000,0.405247,0.149878,0.000000,0.000000,12.5,7,18,5.5,2,12,4546,1.715454,3784,0.001780,0,0.001000
12830,43060.0273,700150.0000,206267,0.063210,0.000000,0.014060,0.016166,0.118790,-0.646389,0.000000,0.451153,0.000000,0.038052,-0.003982,12.5,8,17,5.5,2,11,5271,1.726607,3058,0.002090,0,0.001831
12840,47973.1367,642250.0000,247792,0.080476,0.000000,0.038536,0.011549,0.287037,-0.746372,0.000000,0.472910,0.089185,0.038059,-0.130985,12.4,8,18,5.6,2,9,4414,1.696225,3128,0.000772,0,0.000961
12850,36644.3828,535900.0000,228635,0.170712,0.000000,0.028664,0.024695,0.128738,-0.732447,0.000000,0.416314,0.120114,0.061990,0.026704,12.3,8,17,5.6,2,10,4955,1.686784,2618,0.001998,0,0.001650
12860,40363.3672,692200.0000,196999,0.007207,0.000000,0.103273,0.014514,0.153627,-0.612843,0.000000,0.365726,0.250665,0.109736,-0.282865,12.5,8,18,5.5,2,9,5676,1.713502,3280,0.003509,0,0.003445
12870,24757.4473,471650.0000,178855,0.091634,0.000000,0.021989,0.026920,0.150526,-0.634160,0.000000,0.171235,0.181156,0.029865,-0.086258,12.4,8,17,5.5,2,11,6078,1.725535,3962,0.002855,0,0.002387
12880,26480.9668,317441.0000,199309,0.000486,0.000000,0.088125,0.018837,-0.964394,-0.775102,0.000000,0.538830,0.053998,0.000000,0.000000,12.5,8,17,5.5,2,9,5539,1.717400,1286,0.003451,0,0.003013
12890,43780.4531,621100.0625,234245,0.071228,0.000000,0.039043,0.031803,0.110663,-0.677975,0.000000,0.367506,0.096748,0.072025,-0.075734,12.5,7,17,5.5,2,10,4599,1.731366,3588,0.001886,0,0.002780
12900,36625.1914,577250.0000,212153,0.000147,0.000000,0.000000,0.015701,0.275988,-0.749725,0.000000,0.516635,0.138350,0.000000,0.000000,12.4,7,17,5.6,2,10,5098,1.705833,4374,0.001859,0,0.001484
12910,46673.9258,613600.0625,253593,0.003589,0.000000,0.019386,0.030715,0.184678,-0.678058,0.000000,0.265926,0.106741,0.000000,0.000000,12.5,8,17,5.5,2,10,4580,1.715081,3253,0.000983,0,0.000530
12920,31255.8438,537100.0625,196198,0.040250,0.000000,0.027494,0.015659,0.243823,-0.764747,0.000000,0.434193,0.107409,0.041225,0.010710,12.4,8,17,5.5,2,10,5589,1.715573,2947,0.002445,0,0.002776
12930,31331.7480,505950.0000,208189,0.026523,0.000000,0.035417,0.014076,0.247626,-0.719162,0.000000,0.459128,0.083216,0.000000,0.000000,12.3,7,17,5.5,2,10,5377,1.717788,3919,0.001870,0,0.001521
12940,30726.0332,521500.0000,199571,0.045958,0.000000,0.009387,0.028211,0.258907,-0.681315,0.000000,0.153799,0.121809,0.092219,0.244209,12.4,8,18,5.5,2,10,5728,1.718992,2139,0.001803,0,0.000877
12950,17813.6230,371750.0000,163376,0.007807,0.000000,0.032450,0.013303,0.209223,-0.757098,0.000000,0.460031,0.118348,0.039825,0.167584,12.5,8,18,5.4,2,9,6195,1.724994,4257,0.005048,0,0.004596
12960,39010.0742,594050.0000,219486,0.024156,0.000000,0.027977,0.021877,0.165063,-0.671159,0.000000,0.311231,0.063790,0.000000,0.000000,12.4,8,17,5.6,2,11,5009,1.723531,3742,0.001707,0,0.001651
12970,25025.9883,462700.0000,183680,0.032665,0.000000,0.029452,0.019980,-0.036419,-0.696140,0.000000,0.447443,0.152257,0.000000,0.000000,12.4,8,17,5.5,2,9,5957,1.709134,4516,0.003229,0,0.003294
12980,89975.0938,1036600.0000,286695,0.250072,0.000000,0.050349,0.046885,0.181869,-0.590010,0.000000,0.276579,0.115805,0.048428,-0.188842,12.4,8,17,5.5,2,9,3684,1.726427,2812,0.000854,0,0.000309
12990,28886.0020,472850.0000,204891,0.028240,0.000000,0.051333,0.024661,0.275562,-0.734018,0.000000,0.435737,0.116202,0.064478,-0.174056,12.4,8,17,5.5,2,9,5310,1.715610,3763,0.001516,0,0.001770
13000,27927.9629,440050.0312,213453,0.058918,0.000000,0.013109,0.021324,0.024437,-0.731929,0.000000,0.401529,0.128149,0.057391,-0.156056,12.4,8,17,5.6,2,10,5369,1.725628,3921,0.001510,0,0.001393
13010,40356.0820,602800.0000,223973,0.116989,0.000000,0.021321,0.020466,0.293961,-0.726185,0.000000,0.425338,0.099269,0.030142,-0.012055,12.4,8,18,5.6,2,10,5013,1.702854,2702,0.001230,0,0.001554
13020,34828.5547,551000.0000,212634,0.142603,0.000000,0.050640,0.026000,0.067464,-0.694153,0.000000,0.504961,0.136859,0.078194,-0.256633,12.3,7,17,5.5,2,10,5355,1.725082,3950,0.001225,0,0.001559
13030,44643.3594,616750.0000,241174,0.025338,0.000000,0.060380,0.029551,0.151907,-0.674998,0.000000,0.376954,0.098366,0.000000,0.000000,12.3,8,17,5.6,2,9,4665,1.720126,2845,0.001871,0,0.001028
13040,62556.3242,875750.0000,238024,0.087524,0.000000,0.041798,0.027058,-0.099528,-0.618198,0.000000,0.345411,0.157130,0.031556,0.037956,12.4,7,18,5.6,2,10,4695,1.698583,4053,0.002962,0,0.003417
13050,25748.9043,465550.0312,188214,0.009271,0.000000,0.058559,0.019299,0.043061,-0.702249,0.000000,0.354141,0.059925,0.000000,0.000000,12.3,8,17,5.6,2,11,6008,1.711455,2623,0.001052,0,0.001072
13060,30975.3184,499450.0000,209134,0.058167,0.000000,0.010212,0.017800,0.233272,-0.718870,0.000000,0.305601,0.145668,0.052281,-0.076681,12.4,7,17,5.6,2,10,5487,1.706001,2443,0.001427,0,0.000811
13070,26689.6133,496100.0000,181255,0.058133,0.000000,0.028463,0.015468,0.162511,-0.705129,0.000000,0.278189,0.100887,0.037302,-0.103550,12.4,8,17,5.5,2,10,5645,1.724526,4293,0.004374,0,0.003384
13080,43431.7617,665650.0000,217749,0.000004,0.000000,0.000000,0.019948,0.122705,-0.690847,0.000000,0.235402,0.105245,0.000000,0.000000,12.4,7,17,5.5,2,10,4952,1.721693,3604,0.002491,0,0.001972
13090,73565.7109,836050.0000,290858,0.230525,0.000000,0.091772,0.043969,0.227009,-0.577844,0.000000,0.196494,0.117130,0.107445,-0.331194,12.5,7,17,5.5,2,10,3666,1.728256,3627,0.001232,0,0.000271
13100,25974.3086,475700.0000,185076,0.000011,0.000000,0.000000,0.012741,0.120347,-0.695685,0.000000,0.476029,0.096651,0.000000,0.000000,12.5,7,18,5.4,2,10,5833,1.723301,3902,0.003080,0,0.003383
13110,49498.7617,636750.0000,260335,0.079773,0.000000,0.011031,0.019393,0.267332,-0.671535,0.000000,0.351539,0.154421,0.023918,0.012858,12.4,8,17,5.6,2,10,4796,1.704034,2867,0.001070,0,0.000064
13120,37561.3398,614100.0625,205355,0.049089,0.000000,0.041874,0.023435,0.230110,-0.681834,0.000000,0.279692,0.120193,0.031209,-0.055943,12.4,7,17,5.6,2,9,5356,1.721331,2748,0.002147,0,0.002174
13130,43182.5469,612650.0000,234617,0.083957,0.000000,0.025447,0.020756,0.217693,-0.745426,0.000000,0.338872,0.130184,0.010324,-0.014998,12.4,8,18,5.5,2,10,4692,1.719569,2791,0.001255,0,0.001148
13140,43711.7383,650500.0000,225934,0.084009,0.000000,0.025941,0.025262,0.202211,-0.643890,0.000000,0.132634,0.149239,0.032275,-0.116507,12.4,7,17,5.4,2,10,5263,1.733701,2743,0.001343,0,0.001441
13150,59943.4062,726300.0000,274722,0.162618,0.000000,0.014398,0.020041,0.163465,-0.653806,0.000000,0.331322,0.144927,0.046115,0.041167,12.4,8,17,5.5,2,10,4308,1.708242,2582,0.000976,0,0.000143
13160,49060.8594,656900.0000,249939,0.085497,0.000000,0.020929,0.012093,0.258817,-0.690766,0.000000,0.468029,0.143311,0.077311,0.021799,12.3,8,18,5.6,2,9,4817,1.714392,2172,0.000794,0,0.000298
13170,24468.0508,330867.5938,179277,0.000000,0.000000,0.000000,0.016272,-0.961253,-0.702671,0.000000,0.304598,0.124810,0.000000,0.000000,12.4,8,18,5.5,2,10,5954,1.708838,3870,0.002842,0,0.003218
13180,43209.0703,711150.0000,205373,0.066265,0.000000,0.019724,0.022187,0.124977,-0.587800,0.000000,0.133583,0.128440,0.045168,-0.124374,12.4,6,17,5.6,2,10,5609,1.714994,3516,0.000856,0,0.001663
13190,45559.1641,672100.0625,228916,0.103980,0.000000,0.013994,0.011672,0.275536,-0.638430,0.000000,0.372055,0.110570,0.011291,-0.038369,12.3,8,17,5.6,2,10,5438,1.710548,2193,0.000769,0,0.001273
13200,33790.3867,600950.0000,189740,0.107832,0.000000,0.029685,0.028728,-0.136069,-0.647156,0.000000,0.119933,0.114169,0.043260,-0.073169,12.3,8,17,5.5,2,9,5641,1.717667,2044,0.002362,0,0.004923
13210,24851.2227,421350.0000,198714,0.000000,0.000000,0.000000,0.023371,0.218441,-0.782322,0.000000,0.532372,0.064797,0.000000,0.000000,12.3,7,17,5.5,2,10,5578,1.698660,3664,0.001698,0,0.002617
13220,59112.7109,797100.0625,245645,0.224639,0.000000,0.020917,0.011626,0.136147,-0.682583,0.000000,0.283267,0.138908,0.019817,-0.008307,12.4,7,17,5.5,2,9,4296,1.716886,4029,0.000902,0,0.000902
13230,43051.5938,654450.0000,222053,0.071877,0.000000,0.040160,0.026486,-0.038091,-0.615464,0.000000,0.231592,0.075636,0.072622,-0.194413,12.4,8,17,5.5,2,10,5454,1.724528,2674,0.000866,0,0.000493
13240,26052.8047,440600.0000,199439,0.138112,0.000000,0.085057,0.025160,0.276314,-0.754842,0.000000,0.514559,0.135795,0.034420,-0.131567,12.3,8,17,5.5,2,10,5590,1.712990,3705,0.001510,0,0.002162
13250,28875.5840,521150.0312,187106,0.163752,0.000000,0.036850,0.015884,0.133377,-0.695487,0.000000,0.478533,0.146755,0.035140,-0.114260,12.4,8,17,5.5,2,9,5714,1.715236,3774,0.003344,0,0.003365
13260,15641.3115,228622.8125,165928,0.000000,0.000000,0.000000,0.019034,-0.964374,-0.805926,0.000000,0.598717,0.099041,0.000000,0.000000,12.4,7,17,5.5,2,9,6058,1.725324,3347,0.004943,0,0.004761
13270,20741.3027,300960.4062,187236,0.062944,0.000000,0.015440,0.024617,-0.945837,-0.809045,0.000000,0.510373,0.161027,0.094236,-0.000087,12.4,7,18,5.6,2,10,5644,1.726453,3802,0.003473,0,0.003397
13280,39318.6367,620800.0000,212047,0.245468,0.000000,0.041350,0.020661,0.186856,-0.698328,0.000000,0.523586,0.084319,0.052229,-0.171288,12.4,8,17,5.5,2,9,5149,1.722782,4101,0.003212,0,0.002590
13290,32858.8984,569250.0000,193648,0.038171,0.000000,0.026498,0.012247,0.255184,-0.737614,0.000000,0.436718,0.139481,0.000000,0.000000,12.4,8,18,5.5,2,9,5388,1.716062,3455,0.003437,0,0.003919
13300,25328.9258,458950.0000,186474,0.006813,0.000000,0.123353,0.027186,0.229325,-0.681697,0.000000,0.259381,0.130778,0.139123,-0.348110,12.3,7,18,5.6,2,9,5733,1.715141,2108,0.002881,0,0.003228
13310,44819.0273,615250.0000,242560,0.404408,0.000000,0.069846,0.032819,0.000352,-0.661307,0.000000,0.290054,0.138033,0.047233,-0.075505,12.4,8,18,5.6,2,10,4613,1.736644,4365,0.001475,0,0.001706
13320,41544.5586,603750.0000,231293,0.067276,0.000000,0.039498,0.059433,0.268265,-0.634778,0.000000,0.221997,0.102090,0.000000,0.000000,12.4,6,17,5.5,2,9,5181,1.715609,2063,0.000852,0,0.000505
13330,44095.1367,633850.0625,232087,0.046640,0.000000,0.084839,0.033296,0.193303,-0.727844,0.000000,0.459107,0.101031,0.094277,-0.292331,12.4,8,17,5.5,2,9,4806,1.727384,4297,0.001554,0,0.000651
13340,32274.7090,554200.0000,196195,0.078085,0.000000,0.117120,0.037411,-0.106339,-0.664793,0.000000,0.218390,0.164664,0.105905,-0.197568,12.4,7,17,5.5,2,10,5556,1.734493,4314,0.002481,0,0.003612
13350,29887.9609,217077.0156,194432,0.000000,0.000000,0.000000,0.013386,-0.973596,-0.801050,0.000000,0.557976,0.086007,0.000000,0.000000,12.4,8,18,5.5,2,9,5524,1.701260,2711,0.002329,0,0.002515
13360,46968.7500,709850.0625,219969,0.067352,0.000000,0.050715,0.019204,-0.035349,-0.687325,0.000000,0.400006,0.092564,0.000000,0.000000,12.3,8,17,5.6,2,10,4747,1.716086,4164,0.003083,0,0.002457
13370,39603.5547,677050.0000,196551,0.000000,0.000000,0.000000,0.013189,0.126048,-0.716930,0.000000,0.472929,0.123590,0.000000,0.000000,12.3,7,17,5.5,2,9,5456,1.708780,1982,0.002431,0,0.003264
13380,59701.8398,756450.0000,263077,0.252336,0.000000,0.044764,0.026972,0.251339,-0.608569,0.000000,0.430068,0.078205,0.052446,-0.094630,12.4,8,17,5.5,2,9,4456,1.718422,3839,0.000910,0,0.000493
13390,21075.8262,137807.6094,184599,0.000000,0.000000,0.000000,0.019356,-0.958387,-0.811482,0.000000,0.598414,0.126099,0.000000,0.000000,12.3,6,18,5.5,2,10,5889,1.726435,3065,0.002574,0,0.001221
13400,36995.5820,625200.0000,198996,0.047680,0.000000,0.076832,0.027419,0.227419,-0.644830,0.000000,0.243327,0.128318,0.103731,-0.087647,12.4,7,18,5.5,2,9,5430,1.725839,3970,0.001799,0,0.002209
13410,64782.9648,833050.0000,259302,0.337919,0.000000,0.063041,0.019122,0.292914,-0.584533,0.000000,0.249800,0.113579,0.050912,-0.238255,12.4,8,17,5.5,2,10,4537,1.727748,4111,0.001230,0,0.000667
13420,41498.3281,625850.0625,222357,0.156051,0.000000,0.024423,0.020428,0.245104,-0.694847,0.000000,0.375139,0.094049,0.045518,-0.070010,12.4,6,18,5.6,2,9,5130,1.718307,2278,0.000467,0,0.000932
13430,30138.9766,502400.0000,202496,0.120119,0.000000,0.033881,0.030075,0.209485,-0.686128,0.000000,0.444527,0.100585,0.038427,-0.155515,12.4,7,18,5.5,2,10,5560,1.710190,3192,0.001086,0,0.001869
13440,33995.8594,421710.4062,228808,0.015134,0.000000,0.036295,0.027791,-0.943292,-0.770006,0.000000,0.558200,0.082496,0.000000,0.000000,12.3,8,18,5.6,2,9,5024,1.711489,3811,0.001547,0,0.001167
13450,35679.5078,578550.0000,207490,0.115450,0.000000,0.069149,0.041021,-0.021140,-0.637154,0.000000,0.254253,0.126887,0.038306,-0.223085,12.4,8,17,5.6,2,9,5392,1.725851,3956,0.002319,0,0.002241
13460,59715.3828,780500.0000,254468,0.060634,0.000000,0.031719,0.027888,0.240514,-0.683429,0.000000,0.442060,0.088559,0.104882,0.054192,12.4,8,17,5.5,2,10,4465,1.725766,4098,0.001249,0,0.000596
13470,22127.4434,438450.0000,171665,0.039133,0.000000,0.086336,0.019098,-0.019165,-0.699707,0.000000,0.332370,0.192537,0.000000,0.000000,12.4,7,18,5.5,2,9,6066,1.728009,4146,0.004740,0,0.005494
13480,47451.2422,624450.0000,252967,0.066341,0.000000,0.011448,0.030884,0.283571,-0.696013,0.000000,0.437638,0.155214,0.186241,0.462335,12.4,8,17,5.5,2,10,4507,1.708266,3980,0.001013,0,0.000926
13490,19437.1055,372000.0000,177942,0.063123,0.000000,0.059056,0.028844,0.191612,-0.738439,0.000000,0.405560,0.185663,0.000000,0.000000,12.4,8,17,5.5,2,10,6094,1.717238,4054,0.002823,0,0.002861
13500,39043.4648,623450.0000,209454,0.073472,0.000000,0.073473,0.029652,0.116627,-0.672834,0.000000,0.342163,0.114156,0.106651,-0.275775,12.4,8,17,5.5,2,10,5118,1.729566,3968,0.002228,0,0.001240
13510,17313.3066,111652.8047,176962,0.000000,0.000000,0.000000,0.023349,-0.940584,-0.788340,0.000000,0.630756,0.097682,0.000000,0.000000,12.4,8,18,5.5,2,10,5989,1.714647,3223,0.002021,0,0.002559
13520,49595.5938,624250.0000,265260,0.037037,0.000000,0.023251,0.023438,0.241652,-0.696544,0.000000,0.531388,0.071974,0.000000,0.000000,12.4,8,17,5.5,2,11,4666,1.719984,3623,0.001133,0,0.000128
13530,47509.2031,645300.0000,245767,0.007915,0.000000,0.051443,0.023218,0.137763,-0.711425,0.000000,0.463659,0.101270,0.058607,-0.121433,12.4,8,17,5.5,2,10,4755,1.703134,2815,0.000832,0,0.001033
13540,22449.9707,448300.0312,171289,0.010047,0.000000,0.067561,0.024836,0.217575,-0.697517,0.000000,0.276026,0.069591,0.000000,0.000000,12.4,7,18,5.5,2,9,6275,1.714759,2601,0.002914,0,0.003118
13550,35538.2305,600650.0000,199169,0.002312,0.000000,0.027743,0.014781,0.152005,-0.669088,0.000000,0.252993,0.162250,0.073336,0.104594,12.4,8,17,5.5,2,9,5493,1.709985,4229,0.003184,0,0.003550
13560,36825.0430,604550.0000,204823,0.003691,0.000000,0.140537,0.036084,0.233736,-0.671438,0.000000,0.363653,0.088137,0.000000,0.000000,12.4,8,17,5.4,2,10,5407,1.714249,4203,0.001153,0,0.001232
13570,69073.9922,777250.0000,294102,0.197155,0.000000,0.061322,0.053375,0.191814,-0.615713,0.000000,0.155653,0.137694,0.039700,-0.181341,12.4,8,17,5.5,2,10,3727,1.726649,1510,0.000564,0,0.001134
13580,32876.2617,518100.0312,213309,0.035172,0.000000,0.072176,0.037068,-0.040587,-0.750335,0.000000,0.398520,0.148118,0.000000,0.000000,12.4,7,18,5.6,2,10,5329,1.732507,2239,0.001134,0,0.000950
13590,24991.8984,451250.0000,187772,0.000000,0.000000,0.000000,0.021167,0.247249,-0.747562,0.000000,0.489602,0.112807,0.000000,0.000000,12.5,8,17,5.4,2,11,5866,1.720327,2819,0.001783,0,0.002407
13600,21989.0039,351534.0000,173360,0.000000,0.000000,0.000000,0.013047,-0.948480,-0.782284,0.000000,0.508470,0.102017,0.000000,0.000000,12.4,7,17,5.6,2,10,5850,1.710384,4227,0.005234,0,0.004871
13610,29941.2988,540050.0000,186715,0.131267,0.000000,0.033548,0.017332,0.035566,-0.707932,0.000000,0.249388,0.122010,0.048679,-0.103658,12.3,6,17,5.5,2,9,5605,1.730094,3535,0.003193,0,0.003196
13620,32259.5020,572650.0000,190145,0.003640,0.000000,0.043143,0.014665,0.151095,-0.665696,0.000000,0.210793,0.110191,0.000000,0.000000,12.4,8,18,5.5,2,9,5667,1.725986,4292,0.002896,0,0.003997
13630,52439.2188,714200.0000,243791,0.125193,0.000000,0.033144,0.021919,0.260323,-0.672568,0.000000,0.214904,0.118343,0.048315,0.072111,12.4,8,17,5.5,2,10,4436,1.721579,2173,0.002019,0,0.001056
13640,31114.6738,549100.0625,191120,0.015557,0.000000,0.066646,0.038142,0.208541,-0.651718,0.000000,0.286289,0.118537,0.000000,0.000000,12.4,7,17,5.5,2,9,5614,1.736324,2759,0.001874,0,0.002567
13650,28700.9922,512050.0625,189370,0.143342,0.000000,0.041921,0.035792,0.264460,-0.701705,0.000000,0.214603,0.176638,0.037043,-0.025842,12.5,8,17,5.6,2,10,5697,1.720801,1345,0.001828,0,0.002303
13660,26931.7754,227956.5000,225619,0.007168,0.000000,0.055083,0.030682,-0.946219,-0.759832,0.000000,0.581020,0.133960,0.000000,0.000000,12.4,8,17,5.6,2,10,5520,1.711696,2796,0.001336,0,0.001308
13670,22780.2871,438900.0000,175187,0.024323,0.000000,0.078802,0.040656,0.029224,-0.736859,0.000000,0.474426,0.100635,0.000000,0.000000,12.3,7,18,5.6,2,10,5776,1.732373,4256,0.001909,0,0.004516
13680,39080.5742,642350.0625,204502,0.038999,0.000000,0.018795,0.011723,0.235328,-0.682625,0.000000,0.164210,0.061217,0.048105,-0.074201,12.4,8,18,5.5,2,9,5421,1.733778,2885,0.001749,0,0.000580
13690,45383.8984,595250.0000,256067,0.049212,0.000000,0.010268,0.017270,0.300857,-0.684985,0.000000,0.494970,0.110141,0.020853,-0.043516,12.4,7,17,5.5,2,9,4944,1.707254,2241,0.000572,0,0.000088
13700,49335.8359,647950.0000,253081,0.097775,0.000000,0.014052,0.011888,0.185170,-0.704173,0.000000,0.476962,0.087709,0.040056,0.038846,12.3,7,17,5.6,2,10,4466,1.714531,2178,0.001803,0,0.000941
13710,50590.8945,684750.0000,245752,0.126319,0.000000,0.021789,0.033917,0.275864,-0.635917,0.000000,0.186639,0.136308,0.024808,0.193685,12.4,8,17,5.6,2,10,4509,1.710366,3029,0.001706,0,0.001320
13720,25605.1309,455700.0000,189975,0.036859,0.000000,0.058892,0.028108,0.182044,-0.712867,0.000000,0.234006,0.170674,0.000000,0.000000,12.4,7,18,5.6,2,10,5718,1.719762,3742,0.003087,0,0.003890
13730,23968.9238,453650.0000,178550,0.137470,0.000000,0.073326,0.020793,0.254907,-0.740298,0.000000,0.506040,0.125584,0.059363,-0.235342,12.4,7,17,5.5,2,9,5780,1.726855,3909,0.003719,0,0.001965
13740,45408.2656,711050.0000,214512,0.195193,0.000000,0.077695,0.041789,0.001370,-0.609702,0.000000,0.158674,0.117953,0.052385,-0.224232,12.4,8,17,5.5,2,10,5262,1.732749,3496,0.002576,0,0.003265
13750,26429.3887,296837.0000,194212,0.003917,0.000000,0.025728,0.016734,-0.947465,-0.781530,0.000000,0.595280,0.137256,0.000000,0.000000,12.4,8,17,5.6,2,9,5755,1.708270,2908,0.001775,0,0.001166
13760,29814.4863,513350.0312,195839,0.017745,0.000000,0.102733,0.036798,0.258658,-0.695234,0.000000,0.331245,0.089331,0.000000,0.000000,12.5,8,17,5.5,2,10,5583,1.716930,3465,0.002137,0,0.002630
13770,42852.0117,648400.0000,221174,0.000000,0.000000,0.000000,0.013131,0.256496,-0.689544,0.000000,0.406220,0.096774,0.000000,0.000000,12.5,8,18,5.5,2,9,5102,1.714332,3645,0.001903,0,0.001951
13780,21854.3594,432400.0000,171011,0.003433,0.000000,0.005920,0.014336,0.232240,-0.733322,0.000000,0.517593,0.064338,0.000000,0.000000,12.4,7,17,5.5,2,9,5890,1.718907,3495,0.004857,0,0.003702
13790,51110.6641,701200.0000,243506,0.062505,0.000000,0.128475,0.045913,0.127763,-0.628495,0.000000,0.239827,0.082730,0.000000,0.000000,12.4,8,18,5.6,2,10,4786,1.722437,3736,0.001199,0,0.001287
13800,58955.8086,839000.0000,235408,0.082198,0.000000,0.040451,0.024386,0.209020,-0.588481,0.000000,0.233703,0.085193,0.045585,-0.126455,12.4,7,17,5.6,2,9,4975,1.715269,3092,0.002082,0,0.003025
13810,38769.9336,588700.0000,220584,0.108301,0.000000,0.044942,0.029322,0.142445,-0.651366,0.000000,0.265709,0.127130,0.041228,-0.146723,12.4,8,17,5.6,2,9,5100,1.726999,3111,0.001169,0,0.001167
13820,53593.2188,709350.0625,249905,0.186811,0.000000,0.033522,0.018607,0.355723,-0.657994,0.000000,0.228144,0.109519,0.038196,-0.102462,12.3,8,17,5.6,2,10,4171,1.708028,2873,0.001486,0,0.001061
13830,39022.3164,540700.0000,241533,0.149012,0.000000,0.007937,0.024546,0.275152,-0.739102,0.000000,0.329758,0.125693,0.028031,0.064373,12.4,7,17,5.5,2,9,4876,1.718096,1860,0.001284,0,0.000194
13840,25730.7090,441950.0000,196876,0.052046,0.000000,0.016028,0.015621,0.255376,-0.742946,0.000000,0.408658,0.128337,0.027805,0.093811,12.4,7,18,5.6,2,10,5680,1.719677,4045,0.002322,0,0.001247
